frame,id,type,x1,y1,x2,y2
10,2,player,976.6046142578125,296.730224609375,1090.1112060546875,500.502685546875
10,5,player,1033.573486328125,230.77639770507812,1111.826904296875,385.5840759277344
10,8,player,196.58822631835938,408.109375,304.4319763183594,624.663818359375
10,9,player,710.68310546875,141.15231323242188,773.6875,281.0000305175781
10,4,player,640.9744873046875,279.25341796875,702.1361083984375,470.6297607421875
10,3,player,936.5907592773438,268.05224609375,1005.9789428710938,441.8128662109375
10,6,player,1089.186279296875,197.2726593017578,1180.069580078125,379.05145263671875
10,7,player,671.6370849609375,187.08758544921875,723.5484619140625,339.37030029296875
10,10,player,1095.409912109375,278.86456298828125,1161.007568359375,429.00506591796875
11,1,player,378.2953186035156,331.432373046875,460.2061462402344,509.1673583984375
11,2,player,976.3590698242188,302.886474609375,1091.035888671875,500.2574462890625
11,5,player,1033.457763671875,230.5830841064453,1108.403076171875,389.95074462890625
11,8,player,197.3309326171875,408.78271484375,305.74652099609375,624.23876953125
11,4,player,641.195556640625,278.52001953125,701.4969482421875,467.35443115234375
11,6,player,1092.8431396484375,195.99459838867188,1179.3201904296875,381.1042175292969
11,3,player,937.1707153320312,268.10858154296875,1007.5576782226562,442.56036376953125
11,9,player,713.8365478515625,142.5311279296875,773.7698974609375,280.73846435546875
11,10,player,1099.01806640625,280.24530029296875,1164.56982421875,430.331298828125
11,7,player,671.8524169921875,187.13693237304688,723.8043212890625,339.3514099121094
12,1,player,378.278564453125,330.44000244140625,459.8582763671875,509.28350830078125
12,5,player,1033.0255126953125,229.61680603027344,1106.7799072265625,390.536376953125
12,2,player,976.2669677734375,301.48760986328125,1090.9027099609375,500.9268798828125
12,8,player,203.43780517578125,408.4521484375,307.208740234375,623.025146484375
12,4,player,641.3795776367188,276.47320556640625,701.3401489257812,465.71588134765625
12,3,player,937.725830078125,267.014892578125,1007.276123046875,444.12744140625
12,6,player,1096.1876220703125,197.53306579589844,1180.4876708984375,382.3751220703125
12,10,player,1100.431640625,280.23358154296875,1166.820068359375,432.1474609375
12,7,player,672.464599609375,188.389892578125,723.460693359375,341.727783203125
12,9,player,717.9183959960938,143.197265625,774.5964965820312,279.7398681640625
13,1,player,378.50848388671875,330.41156005859375,459.37603759765625,509.06121826171875
13,5,player,1032.46484375,229.53085327148438,1105.16748046875,392.1001281738281
13,2,player,975.3145751953125,299.8896484375,1090.1466064453125,500.07958984375
13,8,player,212.57989501953125,408.18212890625,307.76043701171875,622.503173828125
13,4,player,641.4213256835938,276.5767822265625,702.7919311523438,465.8824462890625
13,3,player,939.3241577148438,267.7377014160156,1008.0469360351562,445.0336608886719
13,6,player,1100.0821533203125,197.011474609375,1182.7659912109375,378.69085693359375
13,10,player,1102.3272705078125,280.6993408203125,1176.8018798828125,433.5751953125
13,7,player,673.6812744140625,187.90432739257812,722.6444091796875,342.1717224121094
13,9,player,717.6343383789062,142.01275634765625,773.1820678710938,279.97772216796875
14,1,player,378.13360595703125,330.41119384765625,458.45111083984375,509.039306640625
14,5,player,1032.607177734375,228.86737060546875,1103.363037109375,391.4525146484375
14,2,player,975.5507202148438,301.433349609375,1090.07421875,499.6090087890625
14,8,player,215.6326904296875,407.7350158691406,308.5489501953125,621.1871337890625
14,6,player,1100.2822265625,194.50656127929688,1186.6025390625,383.2971496582031
14,3,player,939.5228271484375,267.6324768066406,1009.2425537109375,446.7390441894531
14,4,player,641.3214111328125,275.7593994140625,702.6634521484375,465.63104248046875
14,10,player,1103.841796875,280.2709655761719,1184.2109375,435.1597595214844
14,7,player,674.5573120117188,188.6617431640625,722.9042358398438,341.1771240234375
14,9,player,717.732421875,140.99871826171875,772.281494140625,280.0655212402344
15,6,player,1106.91259765625,191.60836791992188,1191.81689453125,380.7068176269531
15,1,player,377.81829833984375,329.994873046875,458.24139404296875,509.0736083984375
15,8,player,216.78839111328125,407.6158447265625,309.097900390625,621.0596923828125
15,5,player,1033.0467529296875,229.0903778076172,1101.9368896484375,394.39312744140625
15,2,player,975.5933837890625,302.45953369140625,1089.3001708984375,499.14398193359375
15,3,player,939.0275268554688,268.13409423828125,1010.4714965820312,449.07611083984375
15,4,player,641.0968017578125,275.38165283203125,703.386474609375,464.68304443359375
15,10,player,1103.671142578125,280.43731689453125,1179.243408203125,434.11370849609375
15,7,player,675.6944580078125,188.7451171875,722.2159423828125,345.603515625
15,9,player,708.6439208984375,142.3602294921875,770.554443359375,280.7430725097656
16,1,player,377.6620788574219,329.64117431640625,457.5657653808594,509.15130615234375
16,3,player,939.2017822265625,268.47381591796875,1011.4913330078125,453.1427001953125
16,8,player,218.26731872558594,407.1986083984375,309.9630126953125,618.79248046875
16,2,player,975.3563232421875,306.68951416015625,1090.0889892578125,498.4051513671875
16,5,player,1033.259765625,227.85043334960938,1099.366455078125,393.0037536621094
16,6,player,1112.4727783203125,187.84695434570312,1195.9967041015625,372.5253601074219
16,4,player,641.2564697265625,274.4788818359375,703.050048828125,465.5865478515625
16,10,player,1103.5435791015625,280.76531982421875,1181.2962646484375,432.77691650390625
16,7,player,676.2728881835938,189.5877685546875,724.2863159179688,345.78411865234375
16,9,player,736.350341796875,137.576904296875,772.07373046875,280.4241638183594
17,1,player,377.6094665527344,329.60302734375,457.2298889160156,509.19219970703125
17,3,player,939.4901123046875,268.5848388671875,1012.3353271484375,455.9342041015625
17,2,player,974.5062255859375,304.9998779296875,1091.1160888671875,500.2003173828125
17,8,player,219.77992248535156,406.7862548828125,309.8692626953125,618.1328125
17,4,player,641.086181640625,274.55670166015625,705.22314453125,465.07684326171875
17,5,player,1034.412841796875,227.80023193359375,1097.5498046875,389.7767333984375
17,6,player,1120.25048828125,187.42320251464844,1201.43017578125,372.6488037109375
17,10,player,1103.3787841796875,280.7132568359375,1191.0069580078125,431.535888671875
17,7,player,676.21240234375,188.06997680664062,724.31494140625,343.9242858886719
17,9,player,714.7604370117188,138.2333984375,771.7123413085938,279.47271728515625
18,1,player,377.5186767578125,329.4552001953125,456.320068359375,509.1649169921875
18,2,player,974.5166015625,305.18878173828125,1092.5126953125,500.30731201171875
18,8,player,222.62184143066406,406.6322937011719,310.873779296875,618.34228515625
18,3,player,939.3792114257812,269.64520263671875,1012.1052856445312,458.235107421875
18,4,player,641.025390625,274.29364013671875,706.176513671875,464.6048583984375
18,6,player,1122.697265625,186.6653594970703,1205.37109375,372.02227783203125
18,5,player,1035.5615234375,227.1891326904297,1096.79345703125,396.14288330078125
18,7,player,678.4505615234375,188.0049591064453,726.1424560546875,343.01165771484375
18,10,player,1104.189453125,280.268798828125,1202.515625,435.0469970703125
18,9,player,714.6158447265625,138.18594360351562,770.7972412109375,279.3204345703125
19,1,player,377.24578857421875,328.41143798828125,455.50238037109375,508.88531494140625
19,2,player,974.26611328125,303.33306884765625,1094.01611328125,500.28021240234375
19,8,player,228.69488525390625,406.4289855957031,311.40826416015625,618.750244140625
19,4,player,640.909912109375,274.835205078125,708.0233154296875,464.885498046875
19,6,player,1124.56396484375,185.99908447265625,1210.53076171875,371.91400146484375
19,3,player,938.9053955078125,270.39453125,996.0985107421875,458.1405029296875
19,5,player,1035.771484375,225.84814453125,1096.998046875,397.19305419921875
19,10,player,1104.6483154296875,278.987548828125,1198.4788818359375,445.8070068359375
19,9,player,720.0955810546875,136.48452758789062,771.5611572265625,279.9572448730469
19,7,player,679.1954345703125,188.87503051757812,727.6695556640625,343.0218811035156
20,1,player,377.2637939453125,328.13031005859375,454.08636474609375,508.43359375
20,2,player,973.0899658203125,304.93731689453125,1096.1007080078125,499.85015869140625
20,8,player,231.31854248046875,405.7049865722656,312.39678955078125,615.7347412109375
20,4,player,641.0341796875,274.724609375,708.573974609375,464.370849609375
20,6,player,1129.06103515625,186.4366455078125,1213.3759765625,370.23724365234375
20,10,player,1106.87060546875,280.5777587890625,1196.68115234375,448.0267333984375
20,5,player,1036.6168212890625,226.11453247070312,1096.5411376953125,394.8097839355469
20,9,player,728.588134765625,136.40206909179688,773.6390380859375,280.0136413574219
20,3,player,938.2267456054688,271.717041015625,1010.2584838867188,461.7769775390625
20,7,player,679.2300415039062,189.07130432128906,726.5690307617188,345.3604736328125
21,1,player,376.34527587890625,327.31793212890625,453.16815185546875,508.4642333984375
21,2,player,971.1968994140625,308.4066162109375,1100.8970947265625,499.36767578125
21,8,player,234.93923950195312,405.5484924316406,314.7756652832031,616.1510009765625
21,10,player,1107.330322265625,280.22283935546875,1193.498779296875,452.04827880859375
21,6,player,1132.675048828125,185.99835205078125,1216.078369140625,369.5888671875
21,4,player,641.0626220703125,274.96124267578125,707.9532470703125,464.37139892578125
21,9,player,734.4620361328125,136.89422607421875,775.031494140625,280.36572265625
21,3,player,937.500732421875,276.01617431640625,1017.962158203125,457.66839599609375
21,7,player,678.6478271484375,189.04656982421875,728.3372802734375,344.2679443359375
21,5,player,1037.59228515625,225.091552734375,1095.99365234375,393.16387939453125
22,1,player,376.73486328125,325.896240234375,452.37896728515625,508.45452880859375
22,2,player,969.2543334960938,309.71588134765625,1100.205078125,499.04791259765625
22,10,player,1109.80810546875,281.9385681152344,1190.95703125,459.7305603027344
22,8,player,241.12738037109375,405.194091796875,316.2235107421875,621.1019287109375
22,6,player,1134.53271484375,187.78524780273438,1220.28173828125,363.4288024902344
22,4,player,641.2828369140625,274.06494140625,707.6697998046875,464.09051513671875
22,9,player,737.1248779296875,135.68222045898438,778.538818359375,280.36773681640625
22,5,player,1037.6622314453125,224.1844024658203,1094.9073486328125,406.29803466796875
22,7,player,678.4139404296875,189.28013610839844,730.6214599609375,342.7747802734375
22,3,player,936.4860229492188,277.41412353515625,984.8151245117188,462.7528076171875
22,25,player,1034.5655517578125,224.8450164794922,1093.8216552734375,353.25653076171875
23,1,player,376.37835693359375,325.08935546875,452.54656982421875,508.6666259765625
23,2,player,968.70458984375,309.60113525390625,1100.12841796875,497.6470947265625
23,10,player,1114.3697509765625,283.06121826171875,1190.8609619140625,462.26141357421875
23,8,player,245.63241577148438,404.8057861328125,316.7480163574219,619.4869384765625
23,4,player,641.5677490234375,273.43157958984375,708.8387451171875,463.737060546875
23,6,player,1136.04638671875,189.26913452148438,1222.35986328125,364.0002746582031
23,3,player,935.5042114257812,278.2726745605469,983.5354614257812,459.0314636230469
23,5,player,1033.881103515625,223.71836853027344,1097.10107421875,428.6173095703125
23,7,player,681.68359375,188.98683166503906,733.108154296875,341.517333984375
23,9,player,741.405029296875,135.62017822265625,778.8983154296875,280.36859130859375
24,1,player,375.6900939941406,324.252685546875,452.1508483886719,508.8070068359375
24,2,player,967.458740234375,310.267822265625,1095.66845703125,497.684326171875
24,10,player,1118.153076171875,286.587158203125,1191.918212890625,464.329833984375
24,8,player,248.34991455078125,404.51702880859375,316.983642578125,618.2329711914062
24,4,player,641.8300170898438,271.8118896484375,709.6631469726562,463.671630859375
24,6,player,1139.4114990234375,190.6721954345703,1223.8421630859375,364.51983642578125
24,7,player,682.3548583984375,188.47332763671875,734.9332275390625,341.921875
24,3,player,934.501220703125,279.2024841308594,985.534912109375,458.5583190917969
24,5,player,1034.60498046875,223.78785705566406,1091.0927734375,426.638671875
24,9,player,746.2298583984375,135.63485717773438,781.5892333984375,281.335693359375
25,1,player,375.1287841796875,322.38232421875,452.939453125,509.0587158203125
25,2,player,968.1617431640625,310.42022705078125,1095.4788818359375,497.78399658203125
25,10,player,1119.467041015625,287.2184143066406,1194.020263671875,466.5150451660156
25,6,player,1141.999267578125,191.3327178955078,1224.591552734375,364.96197509765625
25,8,player,250.05133056640625,403.9267272949219,317.30108642578125,624.9833984375
25,4,player,642.3076171875,272.04620361328125,712.586669921875,463.71978759765625
25,7,player,683.8529052734375,192.6180419921875,733.6204833984375,343.1705322265625
25,9,player,747.06640625,135.09402465820312,784.1771240234375,283.4117736816406
25,3,player,933.730224609375,279.74932861328125,982.3421630859375,458.10638427734375
25,25,player,1038.470703125,223.610107421875,1088.701171875,389.58673095703125
26,1,player,374.5440673828125,322.2620849609375,452.6578369140625,509.08587646484375
26,10,player,1121.348876953125,289.821533203125,1196.248291015625,470.02960205078125
26,2,player,968.3722534179688,309.2822265625,1092.553955078125,497.5447998046875
26,6,player,1144.29833984375,193.06253051757812,1225.424072265625,364.7486267089844
26,8,player,251.43682861328125,403.8646240234375,319.04644775390625,627.7752685546875
26,4,player,642.7481689453125,271.2877197265625,716.4979248046875,464.2698974609375
26,7,player,683.734375,193.09097290039062,733.919189453125,343.2899475097656
26,9,player,747.0059814453125,135.44708251953125,784.1666259765625,282.5631103515625
26,3,player,933.4324951171875,279.97686767578125,982.0958251953125,457.61480712890625
26,25,player,1038.0850830078125,224.28982543945312,1087.0233154296875,397.1264953613281
27,1,player,373.5674743652344,321.41668701171875,452.5306091308594,509.03594970703125
27,2,player,969.0206298828125,307.96240234375,1089.0181884765625,498.1739501953125
27,10,player,1121.2183837890625,291.6814880371094,1200.6658935546875,475.9754333496094
27,6,player,1147.2286376953125,194.21548461914062,1225.3096923828125,366.1467590332031
27,9,player,746.8157348632812,135.568603515625,790.4263305664062,282.34100341796875
27,4,player,642.4251098632812,270.4945068359375,718.3798217773438,465.034912109375
27,8,player,252.13623046875,401.8095703125,318.1580810546875,619.661376953125
27,7,player,682.587890625,192.46803283691406,735.131103515625,346.530029296875
27,3,player,932.2567749023438,280.9765625,982.2754516601562,457.9678955078125
27,5,player,1035.47216796875,223.56761169433594,1088.53466796875,421.616943359375
27,25,player,1035.38037109375,224.91136169433594,1086.3544921875,365.897216796875
28,1,player,372.9529724121094,320.83203125,453.1369323730469,508.879150390625
28,10,player,1121.29150390625,292.92926025390625,1205.412109375,479.6007080078125
28,2,player,969.9271240234375,305.9417724609375,1088.2493896484375,498.5545654296875
28,6,player,1148.4481201171875,194.38314819335938,1226.2176513671875,366.4405212402344
28,4,player,643.0612182617188,269.8299560546875,721.1377563476562,465.695068359375
28,9,player,746.86474609375,135.50439453125,797.45361328125,283.1689453125
28,8,player,254.35736083984375,402.6453857421875,319.593994140625,606.352294921875
28,7,player,679.7833862304688,192.25555419921875,735.2897338867188,348.94476318359375
28,3,player,931.771728515625,280.889404296875,981.92822265625,457.8643798828125
28,5,player,1042.47265625,222.16473388671875,1089.8515625,425.23553466796875
28,25,player,1031.4521484375,224.17071533203125,1086.97412109375,400.35260009765625
29,1,player,372.2422180175781,320.34942626953125,453.5444641113281,508.81585693359375
29,10,player,1122.1767578125,292.60845947265625,1208.5068359375,482.7828369140625
29,2,player,970.1931762695312,305.01416015625,1088.292236328125,499.0560302734375
29,6,player,1148.080322265625,193.62649536132812,1226.131591796875,366.8137512207031
29,4,player,642.8800659179688,269.178955078125,721.3681030273438,465.724609375
29,9,player,747.718505859375,135.77447509765625,799.243896484375,283.27362060546875
29,8,player,255.38333129882812,402.50341796875,320.6231994628906,610.553955078125
29,7,player,678.9199829101562,191.44337463378906,736.4898071289062,346.33056640625
29,3,player,931.114990234375,281.244384765625,981.910888671875,458.67236328125
29,5,player,1041.658447265625,222.32003784179688,1090.995849609375,402.7500915527344
29,25,player,1045.077880859375,224.17742919921875,1086.578857421875,366.59429931640625
30,1,player,371.9342041015625,320.129150390625,453.7142333984375,509.13616943359375
30,10,player,1122.88916015625,292.85992431640625,1212.31787109375,484.30712890625
30,4,player,643.09814453125,268.7679138183594,722.838134765625,465.7134704589844
30,2,player,971.2169799804688,305.113037109375,1087.604736328125,499.58056640625
30,6,player,1148.7763671875,192.60562133789062,1225.5244140625,366.3135070800781
30,9,player,747.240234375,136.74835205078125,802.798583984375,283.0321350097656
30,8,player,254.97494506835938,402.42315673828125,321.2765197753906,609.7395629882812
30,3,player,929.7188720703125,281.3724060058594,981.5799560546875,457.9369201660156
30,7,player,688.0924072265625,191.11672973632812,737.0252685546875,353.4352722167969
30,25,player,1046.774658203125,223.86474609375,1091.472900390625,383.69439697265625
31,1,player,370.4227294921875,320.22149658203125,454.5341796875,509.09881591796875
31,10,player,1122.950927734375,293.1571350097656,1213.919189453125,483.8701477050781
31,2,player,972.03564453125,302.8599853515625,1086.135009765625,499.35028076171875
31,4,player,643.322021484375,267.48065185546875,723.42138671875,465.46417236328125
31,6,player,1149.2890625,188.7684326171875,1225.2626953125,366.87152099609375
31,9,player,747.3945922851562,136.18060302734375,805.3866577148438,283.3441467285156
31,3,player,929.5745239257812,281.62567138671875,981.7124633789062,463.00775146484375
31,8,player,251.72152709960938,401.7364501953125,322.2592468261719,606.37548828125
31,25,player,1045.915283203125,225.4306640625,1091.258056640625,382.98931884765625
31,7,player,691.8541259765625,191.43814086914062,738.2764892578125,352.2724304199219
32,1,player,370.5066223144531,320.4176025390625,455.1653747558594,508.9910888671875
32,10,player,1125.2393798828125,295.15240478515625,1214.6375732421875,484.18670654296875
32,2,player,971.0673828125,300.8458251953125,1085.64990234375,499.1112060546875
32,4,player,643.2996215820312,267.04620361328125,723.8104858398438,464.53155517578125
32,6,player,1150.885009765625,187.0571746826172,1224.931884765625,366.68792724609375
32,9,player,747.509521484375,136.23291015625,807.951171875,283.3887634277344
32,3,player,929.1904296875,282.50732421875,982.604736328125,464.7081298828125
32,8,player,247.8201141357422,402.17095947265625,324.85516357421875,605.9491577148438
32,7,player,693.2040405273438,190.96499633789062,738.9617309570312,349.1229553222656
32,25,player,1046.2662353515625,227.114013671875,1090.9422607421875,384.68231201171875
33,1,player,369.55126953125,321.3529052734375,454.71929931640625,509.3560791015625
33,10,player,1127.81982421875,303.13330078125,1214.861328125,484.84820556640625
33,2,player,969.725341796875,297.94012451171875,1081.899169921875,497.79351806640625
33,4,player,643.3135986328125,265.70245361328125,723.5377197265625,464.74615478515625
33,9,player,747.8701171875,137.09561157226562,812.7720947265625,284.3179931640625
33,6,player,1149.246826171875,185.14541625976562,1224.99267578125,363.1229553222656
33,3,player,928.9942626953125,283.6103515625,981.7071533203125,470.33642578125
33,8,player,245.65850830078125,402.0323486328125,326.60919189453125,606.7838134765625
33,7,player,693.31591796875,192.06175231933594,739.1993408203125,347.4990234375
33,25,player,1043.32275390625,228.89083862304688,1091.5751953125,384.3245544433594
34,1,player,368.8203430175781,321.33294677734375,454.6817932128906,509.3662109375
34,2,player,965.9205322265625,296.71685791015625,1079.8238525390625,497.52593994140625
34,9,player,749.0865478515625,137.4332275390625,814.7440185546875,284.8155212402344
34,10,player,1127.739990234375,302.5478515625,1220.099609375,484.1883544921875
34,6,player,1146.2880859375,184.26437377929688,1224.975341796875,363.0157775878906
34,4,player,644.29296875,264.41461181640625,723.1224365234375,464.03314208984375
34,3,player,928.5086669921875,283.49945068359375,982.6339111328125,472.65496826171875
34,8,player,244.48431396484375,401.6685485839844,328.13580322265625,605.3062744140625
34,25,player,1044.1123046875,230.6052703857422,1092.0712890625,384.25506591796875
34,7,player,693.5353393554688,191.73854064941406,738.5044555664062,345.0721435546875
35,1,player,368.8047790527344,322.26007080078125,454.5232238769531,509.58453369140625
35,9,player,749.5457763671875,136.35671997070312,816.1192626953125,284.7106628417969
35,2,player,962.0399169921875,295.29217529296875,1073.61767578125,497.23785400390625
35,10,player,1129.990478515625,305.12066650390625,1225.904541015625,484.1629638671875
35,4,player,644.917236328125,264.03912353515625,723.376708984375,464.36895751953125
35,3,player,927.9219970703125,285.131591796875,984.9571533203125,481.4361572265625
35,6,player,1146.5538330078125,183.44081115722656,1224.8568115234375,362.56005859375
35,25,player,1045.255615234375,230.93328857421875,1092.832763671875,384.02032470703125
35,8,player,246.23399353027344,402.6099853515625,329.507568359375,611.6573486328125
35,7,player,694.152587890625,190.436279296875,740.0672607421875,340.498779296875
36,1,player,368.7918701171875,323.54522705078125,454.72412109375,509.363037109375
36,2,player,958.57275390625,293.85028076171875,1066.38134765625,498.06683349609375
36,9,player,749.5194702148438,136.01620483398438,816.9277954101562,284.2890625
36,10,player,1131.095458984375,306.26318359375,1227.49462890625,483.240966796875
36,4,player,645.1082763671875,262.954345703125,721.7296142578125,464.9095458984375
36,6,player,1144.976806640625,182.26666259765625,1224.418212890625,362.5562744140625
36,3,player,927.5473022460938,287.16949462890625,989.3419799804688,484.587646484375
36,25,player,1043.978515625,231.4605712890625,1093.330078125,383.5528564453125
